年月日,時分,採水位置,水温 (℃),ｐＨ,ＤＯ (mg/l),導電率 (ms/m),濁度 (度),ＣＯＤ (mg/l)
2020/01/31,15:00,流心,12.8,7.0,9.9,47.4,5.6,8.3
2020/01/31,16:00,流心,13.0,7.0,9.9,46.8,6.0,8.5
2020/01/31,17:00,流心,12.2,7.0,9.9,47.4,5.4,8.6
2020/01/31,18:00,流心,12.0,7.0,9.8,46.5,5.6,8.6
2020/01/31,19:00,流心,11.4,7.0,9.8,46.1,5.4,8.3
2020/01/31,20:00,流心,11.2,7.0,9.5,45.1,5.2,8.5
2020/01/31,21:00,流心,11.2,7.0,9.6,44.1,5.0,8.3
2020/01/31,22:00,流心,10.6,7.0,9.4,44.9,4.8,8.0
2020/01/31,23:00,流心,10.8,7.0,9.4,43.4,4.6,8.0
2020/01/31,24:00,流心,10.4,7.0,9.4,45.1,4.6,7.8
2020/02/01,01:00,流心,10.6,7.0,9.5,44.6,4.6,8.2
2020/02/01,02:00,流心,10.3,7.0,9.5,44.3,4.4,8.2
2020/02/01,03:00,流心,10.4,7.0,9.5,43.9,4.6,8.2
2020/02/01,04:00,流心,10.6,7.0,9.4,45.2,4.6,8.0
2020/02/01,05:00,流心,10.3,7.0,9.5,46.2,4.8,8.4
2020/02/01,06:00,流心,10.6,7.0,9.1,47.0,4.4,8.7
2020/02/01,07:00,流心,10.3,7.0,9.3,47.7,4.8,8.8
2020/02/01,08:00,流心,10.8,6.9,9.0,47.3,4.6,8.9
2020/02/01,09:00,流心,10.4,6.9,9.5,48.7,5.2,9.2
2020/02/01,10:00,流心,11.2,6.9,9.5,47.3,5.2,9.4
2020/02/01,11:00,流心,11.4,6.9,9.9,47.2,5.6,9.2
2020/02/01,12:00,流心,12.0,6.9,9.9,46.5,5.8,9.3
2020/02/01,13:00,流心,12.2,6.9,10.1,46.5,5.8,9.1
2020/02/01,14:00,流心,12.6,7.0,10.0,46.6,6.4,9.4
2020/02/01,15:00,流心,12.6,7.0,10.0,46.2,6.4,9.0
2020/02/01,16:00,流心,12.2,6.9,9.9,46.1,6.2,9.2
2020/02/01,17:00,流心,12.2,7.0,10.0,44.6,6.4,9.2
2020/02/01,18:00,流心,11.4,6.9,9.8,45.3,6.0,8.9
2020/02/01,19:00,流心,11.4,7.0,9.6,44.0,5.6,8.8
2020/02/01,20:00,流心,10.8,6.9,9.6,44.9,5.6,8.8
2020/02/01,21:00,流心,11.0,7.0,9.6,43.9,5.4,8.8
2020/02/01,22:00,流心,10.4,7.0,9.5,44.3,5.4,8.5
2020/02/01,23:00,流心,10.3,7.0,9.6,43.5,5.2,8.6
2020/02/01,24:00,流心,10.2,7.0,9.5,43.5,5.2,8.5
2020/02/02,01:00,流心,10.2,7.0,9.6,43.4,4.8,8.4
2020/02/02,02:00,流心,10.2,7.0,9.5,43.7,5.0,8.3
2020/02/02,03:00,流心,10.0,7.0,9.7,44.5,4.8,8.6
2020/02/02,04:00,流心,10.2,7.0,9.4,43.9,4.6,8.7
2020/02/02,05:00,流心,9.8,6.9,9.6,45.3,4.6,8.6
2020/02/02,06:00,流心,10.4,6.9,9.3,44.5,4.4,8.5
2020/02/02,07:00,流心,9.7,6.9,9.6,45.5,4.6,8.9
2020/02/02,08:00,流心,10.2,6.9,9.3,44.7,5.0,8.8
2020/02/02,09:00,流心,9.7,6.9,9.9,45.4,5.0,8.6
2020/02/02,10:00,流心,10.4,6.9,9.9,45.1,5.4,8.6
2020/02/02,11:00,流心,10.8,6.9,10.2,45.1,5.6,8.6
2020/02/02,12:00,流心,11.6,6.9,10.2,45.4,5.8,8.9
2020/02/02,13:00,流心,12.4,6.9,10.3,44.9,6.4,9.0
2020/02/02,14:00,流心,13.0,6.9,10.2,45.8,7.0,8.7
2020/02/02,15:00,流心,13.2,6.9,10.2,45.9,7.0,9.0
2020/02/02,16:00,流心,13.2,7.0,10.2,46.6,6.4,8.8
2020/02/02,17:00,流心,13.0,6.9,10.1,46.6,6.0,9.4
2020/02/02,18:00,流心,12.4,6.9,9.9,46.8,6.4,8.8
2020/02/02,19:00,流心,12.2,6.9,9.8,46.3,6.2,9.0
2020/02/02,20:00,流心,12.1,6.9,9.4,46.2,5.8,8.8
2020/02/02,21:00,流心,12.0,6.9,9.4,45.8,5.6,8.8
2020/02/02,22:00,流心,12.4,6.9,9.1,44.7,5.6,8.6
2020/02/02,23:00,流心,11.8,6.9,9.4,44.9,5.6,8.6
2020/02/02,24:00,流心,12.1,6.9,9.0,43.7,6.0,8.6
2020/02/03,01:00,流心,11.6,6.9,9.3,44.1,5.4,8.5
2020/02/03,02:00,流心,11.6,6.9,9.0,43.9,5.8,8.4
2020/02/03,03:00,流心,11.0,6.9,9.3,43.8,5.6,8.4
2020/02/03,04:00,流心,11.0,6.9,9.1,42.7,5.2,8.5
2020/02/03,05:00,流心,10.8,6.9,9.4,42.5,5.2,8.4
2020/02/03,06:00,流心,10.6,6.9,9.1,42.8,5.0,8.1
2020/02/03,07:00,流心,10.6,6.9,9.2,43.9,5.0,8.2
2020/02/03,08:00,流心,10.6,6.9,9.0,44.9,5.2,8.8
2020/02/03,09:00,流心,11.0,6.9,9.3,46.0,5.4,8.7
2020/02/03,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/03,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/03,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/03,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/03,14:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/03,15:00,流心,12.8,6.9,9.6,46.7,7.8,9.3
2020/02/03,16:00,流心,13.2,6.9,9.5,47.1,7.0,9.6
2020/02/03,17:00,流心,13.1,6.9,9.6,50.1,6.4,9.2
2020/02/03,18:00,流心,13.2,6.9,9.4,49.1,5.8,9.3
2020/02/03,19:00,流心,13.0,6.9,9.3,48.8,6.2,9.2
2020/02/03,20:00,流心,12.8,6.9,9.1,47.0,5.8,9.2
2020/02/03,21:00,流心,12.2,6.9,9.1,46.3,5.6,8.8
2020/02/03,22:00,流心,12.2,6.9,9.0,44.5,5.0,8.9
2020/02/03,23:00,流心,11.8,6.9,9.2,43.9,4.8,8.0
2020/02/03,24:00,流心,11.6,6.9,9.2,42.8,5.0,8.1
2020/02/04,01:00,流心,11.2,6.9,9.3,42.4,4.6,8.1
2020/02/04,02:00,流心,11.0,6.9,9.3,42.3,4.6,7.9
2020/02/04,03:00,流心,11.2,6.9,9.2,42.3,4.4,7.5
2020/02/04,04:00,流心,10.8,6.9,9.4,45.1,4.2,7.8
2020/02/04,05:00,流心,11.0,6.9,9.2,46.1,4.0,7.8
2020/02/04,06:00,流心,10.6,6.9,9.3,48.4,4.0,8.3
2020/02/04,07:00,流心,11.0,6.9,9.0,48.3,4.2,8.5
2020/02/04,08:00,流心,10.4,6.9,9.3,49.6,4.6,8.4
2020/02/04,09:00,流心,10.8,6.9,9.2,50.7,4.4,8.8
2020/02/04,10:00,流心,11.0,6.9,9.5,52.4,4.6,9.1
2020/02/04,11:00,流心,11.6,6.9,9.8,52.3,5.0,9.6
2020/02/04,12:00,流心,12.2,6.9,9.8,52.0,5.0,9.5
2020/02/04,13:00,流心,13.0,6.9,10.0,52.8,5.4,9.4
2020/02/04,14:00,流心,13.6,6.9,9.8,52.1,5.6,9.5
2020/02/04,15:00,流心,13.5,6.9,10.0,54.1,6.0,9.4
2020/02/04,16:00,流心,13.8,6.9,9.8,53.7,6.0,10.2
2020/02/04,17:00,流心,13.3,6.9,10.0,54.4,6.0,9.7
2020/02/04,18:00,流心,13.0,6.9,9.6,54.2,5.8,9.8
2020/02/04,19:00,流心,12.6,6.9,9.6,54.7,5.6,9.4
2020/02/04,20:00,流心,12.3,6.9,9.4,54.0,5.0,10.0
2020/02/04,21:00,流心,12.0,6.9,9.3,54.1,5.0,9.3
2020/02/04,22:00,流心,12.0,6.9,9.3,53.2,6.0,9.7
2020/02/04,23:00,流心,12.2,6.9,9.2,53.0,4.6,9.1
2020/02/04,24:00,流心,12.0,6.9,9.2,54.4,4.8,9.2
2020/02/05,01:00,流心,12.4,6.9,9.0,54.1,4.4,9.3
2020/02/05,02:00,流心,12.2,6.9,9.1,55.9,4.4,9.2
2020/02/05,03:00,流心,12.4,6.9,8.8,54.9,4.0,9.6
2020/02/05,04:00,流心,12.0,6.9,9.0,55.9,4.4,9.2
2020/02/05,05:00,流心,12.2,6.9,8.8,55.2,4.2,9.2
2020/02/05,06:00,流心,11.6,6.9,9.0,55.7,4.2,9.3
2020/02/05,07:00,流心,11.6,6.9,8.8,54.8,4.2,9.2
2020/02/05,08:00,流心,11.2,6.9,9.0,55.0,4.4,9.0
2020/02/05,09:00,流心,11.4,6.9,8.9,54.1,5.0,9.1
2020/02/05,10:00,流心,11.6,6.9,9.4,54.7,4.8,9.2
2020/02/05,11:00,流心,12.3,6.9,9.6,55.0,5.2,9.2
2020/02/05,12:00,流心,13.0,6.9,9.7,54.8,5.8,9.6
2020/02/05,13:00,流心,13.3,6.9,9.8,55.3,6.0,9.2
2020/02/05,14:00,流心,13.6,7.0,9.8,53.7,6.0,9.5
2020/02/05,15:00,流心,13.2,6.9,9.7,56.0,5.8,9.2
2020/02/05,16:00,流心,13.5,7.0,9.7,54.9,5.6,9.6
2020/02/05,17:00,流心,13.0,7.0,9.7,56.5,5.6,9.5
2020/02/05,18:00,流心,12.6,7.0,9.7,56.1,5.6,9.6
2020/02/05,19:00,流心,12.2,7.0,9.4,56.0,5.0,9.5
2020/02/05,20:00,流心,11.9,7.0,9.4,56.1,5.0,9.7
2020/02/05,21:00,流心,11.8,7.0,9.2,55.4,4.6,9.4
2020/02/05,22:00,流心,11.5,7.0,9.5,55.5,4.8,9.5
2020/02/05,23:00,流心,11.6,7.0,9.2,54.1,4.4,9.2
2020/02/05,24:00,流心,11.2,7.0,9.5,55.3,4.6,9.6
2020/02/06,01:00,流心,11.6,7.0,9.1,54.1,4.4,9.5
2020/02/06,02:00,流心,11.0,7.0,9.5,56.0,4.6,9.5
2020/02/06,03:00,流心,11.2,7.0,9.2,55.9,4.6,9.8
2020/02/06,04:00,流心,10.8,7.0,9.5,57.0,4.6,9.6
2020/02/06,05:00,流心,10.8,7.0,9.2,56.0,4.2,9.7
2020/02/06,06:00,流心,10.2,7.0,9.6,56.4,4.2,9.7
2020/02/06,07:00,流心,10.2,7.0,9.3,55.0,4.4,9.8
2020/02/06,08:00,流心,9.6,7.0,9.8,55.6,4.6,9.7
2020/02/06,09:00,流心,9.5,7.0,9.7,54.9,4.0,9.5
2020/02/06,10:00,流心,9.5,7.0,10.3,55.5,4.4,9.4
2020/02/06,11:00,流心,10.2,7.0,10.3,55.6,4.2,9.7
2020/02/06,12:00,流心,10.8,7.0,10.6,56.1,4.6,9.6
2020/02/06,13:00,流心,11.2,7.0,10.5,57.0,4.6,9.7
2020/02/06,14:00,流心,11.6,7.0,10.6,56.8,5.0,9.8
2020/02/06,15:00,流心,11.6,7.0,10.4,58.2,4.8,9.6
2020/02/06,16:00,流心,11.6,7.1,10.6,56.9,5.2,9.8
2020/02/06,17:00,流心,11.0,7.1,10.5,57.6,5.0,9.9
2020/02/06,18:00,流心,10.8,7.1,10.6,56.2,5.0,9.6
2020/02/06,19:00,流心,9.8,7.1,10.3,56.4,4.4,9.2
2020/02/06,20:00,流心,9.7,7.0,10.4,55.9,4.4,9.1
2020/02/06,21:00,流心,9.3,7.0,10.1,56.4,4.4,9.3
2020/02/06,22:00,流心,9.3,7.1,10.3,56.3,4.2,9.0
2020/02/06,23:00,流心,9.2,7.1,10.1,56.2,4.0,8.9
2020/02/06,24:00,流心,9.2,7.1,10.4,56.1,4.2,9.1
2020/02/07,01:00,流心,9.2,7.1,10.0,55.6,3.8,9.2
2020/02/07,02:00,流心,9.0,7.1,10.4,55.7,4.0,9.0
2020/02/07,03:00,流心,9.2,7.1,10.0,54.9,3.6,8.9
2020/02/07,04:00,流心,8.8,7.1,10.4,55.3,3.8,9.0
2020/02/07,05:00,流心,8.9,7.1,10.0,54.4,3.2,8.9
2020/02/07,06:00,流心,8.6,7.0,10.5,55.0,3.6,9.0
2020/02/07,07:00,流心,8.6,7.0,10.0,54.7,3.2,9.0
2020/02/07,08:00,流心,8.4,7.0,10.5,55.4,3.8,8.9
2020/02/07,09:00,流心,8.7,7.0,10.1,54.1,3.2,8.8
2020/02/07,10:00,流心,8.5,7.0,10.9,55.3,4.0,9.0
2020/02/07,11:00,流心,9.5,7.0,10.7,54.5,3.8,9.1
2020/02/07,12:00,流心,10.0,7.0,11.2,55.5,4.4,9.3
2020/02/07,13:00,流心,11.0,7.0,10.9,54.7,4.4,9.1
2020/02/07,14:00,流心,11.2,7.0,11.1,56.4,5.0,9.1
2020/02/07,15:00,流心,11.8,7.0,10.7,56.5,4.6,9.5
2020/02/07,16:00,流心,11.8,7.0,10.9,57.1,5.0,9.2
2020/02/07,17:00,流心,11.6,7.0,10.6,57.0,4.6,9.3
2020/02/07,18:00,流心,11.2,7.0,10.8,57.4,5.0,9.2
2020/02/07,19:00,流心,11.2,7.0,10.2,56.9,4.4,9.5
2020/02/07,20:00,流心,10.8,7.0,10.5,57.0,5.0,9.1
2020/02/07,21:00,流心,10.8,7.0,9.8,56.1,4.6,9.0
2020/02/07,22:00,流心,10.4,7.0,10.1,55.6,4.6,9.3
2020/02/07,23:00,流心,10.6,7.0,9.7,54.5,4.6,8.9
2020/02/07,24:00,流心,10.4,7.0,10.0,53.9,4.2,9.0
2020/02/08,01:00,流心,10.2,7.0,9.5,53.8,4.4,8.7
2020/02/08,02:00,流心,10.3,7.0,9.8,52.6,4.6,8.7
2020/02/08,03:00,流心,9.9,7.0,9.6,53.7,4.2,8.6
2020/02/08,04:00,流心,10.1,7.0,9.9,52.8,4.0,8.6
2020/02/08,05:00,流心,9.9,7.0,9.5,55.5,4.2,8.8
2020/02/08,06:00,流心,10.2,7.0,9.7,55.2,4.4,9.1
2020/02/08,07:00,流心,10.0,7.0,9.5,55.3,4.4,8.9
2020/02/08,08:00,流心,10.2,7.0,9.7,54.1,4.6,9.2
2020/02/08,09:00,流心,10.4,7.0,9.7,55.1,5.0,8.8
2020/02/08,10:00,流心,10.8,7.0,10.2,54.5,5.2,9.2
2020/02/08,11:00,流心,11.4,7.0,10.2,54.8,5.4,9.1
2020/02/08,12:00,流心,12.0,7.0,10.5,54.7,5.8,9.7
2020/02/08,13:00,流心,12.8,7.0,10.2,58.5,6.0,9.1
2020/02/08,14:00,流心,13.3,7.0,10.3,59.6,6.4,9.7
2020/02/08,15:00,流心,13.8,7.1,10.1,61.0,6.2,9.8
2020/02/08,16:00,流心,13.6,7.1,10.1,63.3,6.4,10.0
2020/02/08,17:00,流心,13.6,7.1,9.9,62.3,6.6,10.0
2020/02/08,18:00,流心,12.8,7.1,9.9,61.7,6.4,10.0
2020/02/08,19:00,流心,12.6,7.1,9.5,58.0,6.0,9.9
2020/02/08,20:00,流心,11.8,7.0,9.5,56.2,5.8,9.4
2020/02/08,21:00,流心,11.8,7.0,9.3,53.7,5.6,9.0
2020/02/08,22:00,流心,11.4,7.0,9.4,52.4,5.4,8.7
2020/02/08,23:00,流心,11.4,7.0,9.3,51.2,5.4,8.2
2020/02/08,24:00,流心,11.2,7.0,9.4,50.7,5.0,8.2
2020/02/09,01:00,流心,11.2,7.0,9.2,50.4,5.2,8.2
2020/02/09,02:00,流心,11.0,7.0,9.3,49.8,5.0,8.2
2020/02/09,03:00,流心,10.6,7.0,9.2,49.9,5.0,7.9
2020/02/09,04:00,流心,10.4,7.0,9.4,48.5,5.0,7.9
2020/02/09,05:00,流心,10.0,7.0,9.4,47.4,5.0,8.0
2020/02/09,06:00,流心,10.0,7.0,9.5,45.4,5.0,7.7
2020/02/09,07:00,流心,9.2,7.0,9.6,44.5,5.0,7.5
2020/02/09,08:00,流心,9.3,7.0,9.7,43.0,4.8,7.4
2020/02/09,09:00,流心,8.9,7.0,10.0,43.7,5.2,7.0
2020/02/09,10:00,流心,9.4,7.1,10.2,43.1,5.0,7.4
2020/02/09,11:00,流心,9.8,7.1,10.5,45.4,5.4,7.6
2020/02/09,12:00,流心,10.8,7.1,10.5,46.1,5.8,8.0
2020/02/09,13:00,流心,11.0,7.1,10.6,47.6,6.4,8.0
2020/02/09,14:00,流心,11.6,7.1,10.5,48.8,6.0,8.4
2020/02/09,15:00,流心,11.8,7.1,10.6,50.4,6.8,8.8
2020/02/09,16:00,流心,12.0,7.1,10.5,49.9,6.6,9.3
2020/02/09,17:00,流心,11.6,7.1,10.6,51.3,6.6,9.0
2020/02/09,18:00,流心,11.0,7.1,10.5,51.7,6.6,9.6
2020/02/09,19:00,流心,10.6,7.1,10.1,52.0,5.8,9.6
2020/02/09,20:00,流心,10.2,7.1,10.1,52.0,5.6,9.7
2020/02/09,21:00,流心,10.0,7.1,9.9,52.0,5.6,9.5
2020/02/09,22:00,流心,9.7,7.1,10.0,51.6,5.6,9.6
2020/02/09,23:00,流心,9.8,7.1,9.7,50.6,5.0,9.7
2020/02/09,24:00,流心,9.4,7.1,10.0,51.7,5.0,9.5
2020/02/10,01:00,流心,9.5,7.1,9.8,50.7,4.6,9.6
2020/02/10,02:00,流心,9.0,7.1,10.0,52.4,4.8,9.4
2020/02/10,03:00,流心,9.4,7.1,9.7,51.2,4.4,9.9
2020/02/10,04:00,流心,8.8,7.1,10.0,52.4,4.8,9.8
2020/02/10,05:00,流心,9.2,7.1,9.6,52.1,4.6,9.6
2020/02/10,06:00,流心,8.6,7.1,10.1,53.1,4.8,9.7
2020/02/10,07:00,流心,8.9,7.0,9.6,52.1,5.0,10.0
2020/02/10,08:00,流心,8.5,7.0,10.0,52.8,5.2,9.9
2020/02/10,09:00,流心,9.0,7.0,9.9,52.9,5.2,10.1
2020/02/10,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/10,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/10,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/10,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/10,14:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/02/10,15:00,流心,11.6,7.0,10.4,57.0,6.0,10.4
2020/02/10,16:00,流心,11.8,7.0,10.2,56.8,6.0,10.6
2020/02/10,17:00,流心,11.8,7.0,10.2,58.0,6.0,10.5
2020/02/10,18:00,流心,11.8,7.0,9.8,56.6,5.8,10.8
2020/02/10,19:00,流心,11.2,7.0,9.8,57.3,5.6,10.2
2020/02/10,20:00,流心,11.2,7.0,9.5,56.1,5.4,10.3
2020/02/10,21:00,流心,10.8,7.0,9.4,56.1,5.6,9.8
2020/02/10,22:00,流心,11.0,7.0,9.4,55.0,5.0,10.0
2020/02/10,23:00,流心,10.6,6.9,9.3,54.5,4.8,9.8
2020/02/10,24:00,流心,10.4,6.9,9.3,53.9,5.0,9.6
2020/02/11,01:00,流心,10.4,6.9,9.3,54.6,4.8,9.3
2020/02/11,02:00,流心,10.3,6.9,9.3,54.7,4.8,9.7
2020/02/11,03:00,流心,10.4,6.9,9.2,54.8,4.6,9.5
2020/02/11,04:00,流心,10.2,6.9,9.2,54.5,5.0,10.0
2020/02/11,05:00,流心,10.3,6.9,9.0,53.3,4.6,9.6
2020/02/11,06:00,流心,9.8,6.9,9.2,53.8,4.8,9.9
2020/02/11,07:00,流心,10.0,6.9,9.0,52.2,5.0,9.7
2020/02/11,08:00,流心,9.4,6.9,9.3,52.4,5.2,9.7
2020/02/11,09:00,流心,10.0,6.9,9.2,51.1,5.2,9.5
2020/02/11,10:00,流心,10.0,6.9,9.9,53.3,5.6,9.4
2020/02/11,11:00,流心,11.0,7.0,9.9,53.4,5.6,9.9
2020/02/11,12:00,流心,11.2,7.0,10.2,54.5,5.8,9.3
2020/02/11,13:00,流心,12.2,7.0,10.2,53.7,6.4,9.8
2020/02/11,14:00,流心,12.5,7.0,10.3,54.8,6.4,9.4
2020/02/11,15:00,流心,13.0,7.0,10.2,54.9,6.6,9.8
2020/02/11,16:00,流心,13.0,7.0,10.1,55.4,7.0,10.2
2020/02/11,17:00,流心,12.8,7.0,10.1,56.0,6.6,10.0
2020/02/11,18:00,流心,12.6,7.0,10.0,56.1,7.0,10.3
2020/02/11,19:00,流心,12.2,7.0,9.6,56.8,6.4,10.4
2020/02/11,20:00,流心,12.0,7.0,9.4,56.3,6.2,10.3
2020/02/11,21:00,流心,11.6,7.0,9.3,56.8,6.4,10.2
2020/02/11,22:00,流心,11.6,7.0,9.2,56.6,5.8,10.4
2020/02/11,23:00,流心,11.4,7.0,9.2,58.0,6.0,10.2
2020/02/11,24:00,流心,11.4,7.0,9.1,56.9,5.6,10.4
2020/02/12,01:00,流心,11.2,7.0,9.2,57.5,5.4,10.0
2020/02/12,02:00,流心,11.2,7.0,9.0,57.0,5.2,10.0
2020/02/12,03:00,流心,11.0,7.0,9.1,57.8,5.2,9.7
2020/02/12,04:00,流心,11.0,7.0,8.9,56.5,5.0,10.0
2020/02/12,05:00,流心,10.8,7.0,9.0,57.3,5.0,9.6
2020/02/12,06:00,流心,10.8,7.0,8.9,56.2,5.2,9.8
2020/02/12,07:00,流心,10.6,7.0,9.0,56.5,5.4,9.6
2020/02/12,08:00,流心,10.6,7.0,9.1,55.2,5.8,10.0
2020/02/12,09:00,流心,10.4,7.0,9.2,54.5,5.6,9.6
2020/02/12,10:00,流心,10.6,7.0,9.5,54.0,5.8,9.6
2020/02/12,11:00,流心,11.2,7.0,9.8,55.2,5.8,9.3
2020/02/12,12:00,流心,12.0,7.0,9.8,57.8,6.0,9.6
2020/02/12,13:00,流心,13.0,7.0,10.1,58.4,6.6,10.0
2020/02/12,14:00,流心,13.6,7.0,10.0,60.3,7.0,10.2
2020/02/12,15:00,流心,14.2,7.0,9.8,63.8,6.6,10.3
2020/02/12,16:00,流心,14.0,7.0,9.6,64.4,6.6,10.7
2020/02/12,17:00,流心,14.0,6.9,9.6,64.8,6.6,10.8
2020/02/12,18:00,流心,13.8,6.9,9.3,63.9,6.6,10.7
2020/02/12,19:00,流心,13.8,7.0,9.2,62.5,6.4,10.7
2020/02/12,20:00,流心,13.8,6.9,8.9,60.7,6.0,10.3
2020/02/12,21:00,流心,13.6,6.9,8.7,60.9,6.0,10.1
2020/02/12,22:00,流心,13.7,6.9,8.5,59.2,5.4,10.4
2020/02/12,23:00,流心,13.6,6.9,8.5,60.6,5.8,10.0
2020/02/12,24:00,流心,13.5,6.9,8.3,60.7,5.2,10.0
2020/02/13,01:00,流心,13.8,6.9,8.3,59.9,5.4,10.0
2020/02/13,02:00,流心,13.4,6.9,8.2,58.7,5.8,9.8
2020/02/13,03:00,流心,13.2,6.9,8.3,56.9,6.4,10.2
2020/02/13,04:00,流心,13.2,6.9,8.2,53.6,8.0,9.8
2020/02/13,05:00,流心,13.0,6.9,8.3,44.1,19.6,9.4
2020/02/13,06:00,流心,12.4,7.0,8.4,37.4,39.0,10.2
2020/02/13,07:00,流心,12.2,6.9,8.7,31.4,69.0,11.9
2020/02/13,08:00,流心,12.4,6.9,8.5,32.0,56.0,14.1
2020/02/13,09:00,流心,12.4,6.9,8.7,34.3,52.4,12.9
2020/02/13,10:00,流心,12.8,6.8,8.4,38.3,42.0,12.4
2020/02/13,11:00,流心,13.0,6.8,8.9,35.3,37.4,11.3
2020/02/13,12:00,流心,12.5,6.9,9.2,31.4,25.6,10.6
2020/02/13,13:00,流心,12.3,6.9,9.6,27.6,23.6,8.8
2020/02/13,14:00,流心,12.8,7.0,9.5,25.2,20.2,7.4
2020/02/13,15:00,流心,13.0,7.0,9.9,24.5,20.0,6.5
2020/02/13,16:00,流心,13.2,7.0,9.5,23.9,17.4,6.0
2020/02/13,17:00,流心,12.9,7.0,9.9,24.3,16.8,5.6
2020/02/13,18:00,流心,13.0,7.0,9.4,24.4,15.4,5.6
2020/02/13,19:00,流心,13.1,7.0,9.5,23.8,17.4,5.5
2020/02/13,20:00,流心,12.8,7.0,9.3,23.6,17.6,5.6
2020/02/13,21:00,流心,13.0,7.0,9.3,23.5,20.2,5.6
2020/02/13,22:00,流心,12.6,6.9,9.1,23.9,21.2,5.4
2020/02/13,23:00,流心,12.7,6.9,9.2,24.5,24.2,5.4
2020/02/13,24:00,流心,12.4,6.9,9.1,25.3,25.0,5.5
2020/02/14,01:00,流心,12.4,6.9,9.0,25.1,25.4,5.7
2020/02/14,02:00,流心,12.5,6.9,8.9,25.3,25.4,5.5
2020/02/14,03:00,流心,12.2,6.9,9.0,26.4,27.0,5.5
2020/02/14,04:00,流心,12.2,6.9,8.9,26.3,24.4,5.7
2020/02/14,05:00,流心,12.0,6.9,9.0,27.5,24.2,5.5
2020/02/14,06:00,流心,12.2,6.9,8.9,28.6,22.0,5.9
2020/02/14,07:00,流心,11.9,6.9,9.0,29.8,21.4,5.9
2020/02/14,08:00,流心,12.0,6.9,8.8,30.4,19.8,6.4
2020/02/14,09:00,流心,12.2,6.9,9.0,30.8,19.2,6.4
2020/02/14,10:00,流心,12.2,6.9,9.1,31.3,17.4,6.9
2020/02/14,11:00,流心,12.7,6.9,9.4,31.6,17.6,6.6
2020/02/14,12:00,流心,12.6,6.9,9.4,32.2,16.2,6.6
2020/02/14,13:00,流心,13.0,6.9,9.6,32.4,16.4,6.9
2020/02/14,14:00,流心,12.8,6.9,9.4,32.6,14.8,6.8
2020/02/14,15:00,流心,12.7,6.9,9.4,33.2,14.0,7.2
2020/02/14,16:00,流心,12.8,6.9,9.2,33.0,12.8,7.1
2020/02/14,17:00,流心,12.8,6.9,9.4,33.5,13.0,6.8
2020/02/14,18:00,流心,13.0,6.9,9.1,34.3,11.6,7.1
2020/02/14,19:00,流心,12.8,6.9,9.2,35.0,10.6,7.3
2020/02/14,20:00,流心,13.0,6.9,8.9,35.1,10.0,7.2
2020/02/14,21:00,流心,12.6,6.9,8.9,35.4,9.8,7.1
2020/02/14,22:00,流心,12.7,6.9,8.7,35.5,9.2,7.1
2020/02/14,23:00,流心,12.6,6.9,8.9,35.9,9.2,7.2
2020/02/14,24:00,流心,12.5,6.9,8.6,35.6,8.4,7.2
2020/02/15,01:00,流心,12.4,6.9,8.7,35.7,8.4,7.1
2020/02/15,02:00,流心,12.2,6.9,8.5,35.7,8.0,7.3
2020/02/15,03:00,流心,12.2,6.9,8.7,35.9,8.2,7.1
2020/02/15,04:00,流心,12.2,6.9,8.5,36.9,8.0,7.3
2020/02/15,05:00,流心,12.2,6.9,8.7,37.1,8.0,7.0
2020/02/15,06:00,流心,11.8,6.9,8.5,37.5,7.8,7.4
2020/02/15,07:00,流心,12.0,6.9,8.6,37.1,8.0,7.3
2020/02/15,08:00,流心,11.8,6.9,8.5,37.8,8.0,7.5
2020/02/15,09:00,流心,12.2,6.9,8.8,37.3,8.2,7.2
2020/02/15,10:00,流心,12.0,6.9,9.0,37.6,7.6,7.5
2020/02/15,11:00,流心,12.6,6.9,9.3,37.0,8.0,7.3
2020/02/15,12:00,流心,12.8,6.9,9.5,38.1,7.6,7.4
2020/02/15,13:00,流心,13.3,6.9,9.7,37.8,8.0,7.4
2020/02/15,14:00,流心,13.2,6.9,9.6,39.1,7.6,7.5
2020/02/15,15:00,流心,13.4,6.9,9.6,39.6,7.8,7.7
2020/02/15,16:00,流心,13.4,6.9,9.4,39.8,7.2,7.7
2020/02/15,17:00,流心,13.5,6.9,9.6,40.0,7.8,7.6
2020/02/15,18:00,流心,13.4,6.9,9.3,39.9,7.2,7.8
2020/02/15,19:00,流心,13.1,6.9,9.3,40.4,6.6,7.6
2020/02/15,20:00,流心,13.2,6.9,8.8,39.9,6.4,7.6
